ID,Full Name,Gender,Date of Birth,Checkout Date,Purpose,SOURCE,Overall Experience,NPS RATING,NPS CATEGORY,Feedback,Feedback Category,Rating,Rating Range
695,Guest 00695,Male,1969-03-06,2020-11-23,Function,News paper,5,4,Detractors,Broadband & TV,Facility,Average,2
696,Guest 00696,Female,2004-01-27,2022-02-16,Business,Organization,2,9,Promoters,Gym,Facility,Excellent,5
697,Guest 00697,Female,1964-10-22,2020-03-28,Vacation,Search engine,2,7,Passives,Staff attitude,Staff,Excellent,5
698,Guest 00698,Male,2003-11-23,2020-07-17,Vacation,hotel booking sites,5,8,Passives,Check-in Process,Staff,Very good,4
699,Guest 00699,Male,1980-09-10,2020-10-13,Business,Organization,5,6,Detractors,Room service,Room,Very good,4
700,Guest 00700,Female,1956-05-12,2020-07-26,Business,Organization,5,7,Passives,Room cleanliness,Room,Very good,4
701,Guest 00701,Male,2004-08-17,2021-09-05,Vacation,hotel booking sites,4,7,Passives,Food quality,Restaurant,Excellent,5
702,Guest 00702,Male,1956-05-23,2022-11-30,Vacation,Word of mouth,5,9,Promoters,Variety of food,Restaurant,Poor,1
703,Guest 00703,Female,1969-07-13,2020-04-24,Other,hotel booking sites,5,10,Promoters,Broadband & TV,Facility,Average,2
704,Guest 00704,Male,1987-10-31,2022-03-09,Vacation,hotel booking sites,3,9,Promoters,Gym,Facility,Poor,1
705,Guest 00705,Male,1992-12-24,2022-10-21,Function,Internet advertisement,2,4,Detractors,Staff attitude,Staff,Good,3
706,Guest 00706,Male,1968-04-10,2020-01-19,Function,Word of mouth,1,10,Promoters,Check-in Process,Staff,Very good,4
707,Guest 00707,Female,1983-04-26,2020-03-02,Vacation,hotel booking sites,4,7,Passives,Room service,Room,Poor,1
708,Guest 00708,Female,1955-05-04,2022-06-01,Other,Search engine,3,9,Promoters,Room cleanliness,Room,Poor,1
709,Guest 00709,Male,1985-05-05,2021-04-24,Function,Word of mouth,2,8,Passives,Food quality,Restaurant,Poor,1
710,Guest 00710,Female,1970-02-08,2022-07-08,Business,Organization,4,9,Promoters,Variety of food,Restaurant,Average,2
711,Guest 00711,Male,1968-09-27,2022-06-24,Function,Word of mouth,3,4,Detractors,Broadband & TV,Facility,Excellent,5
712,Guest 00712,Male,1980-02-19,2021-06-03,Vacation,Organization,5,8,Passives,Gym,Facility,Average,2
713,Guest 00713,Female,1990-01-08,2020-10-07,Function,Word of mouth,3,6,Detractors,Staff attitude,Staff,Good,3
714,Guest 00714,Female,1993-03-12,2022-08-13,Business,Organization,4,9,Promoters,Check-in Process,Staff,Very good,4
715,Guest 00715,Female,2000-01-25,2021-09-03,Business,Organization,3,9,Promoters,Room service,Room,Excellent,5
716,Guest 00716,Male,2001-07-21,2022-07-06,Business,Organization,5,8,Passives,Room cleanliness,Room,Poor,1
717,Guest 00717,Male,1984-04-24,2022-08-26,Business,hotel booking sites,5,9,Promoters,Food quality,Restaurant,Poor,1
718,Guest 00718,Female,2006-08-11,2020-06-28,Vacation,Word of mouth,5,9,Promoters,Variety of food,Restaurant,Average,2
719,Guest 00719,Male,1998-11-27,2020-10-30,Vacation,News paper,3,4,Detractors,Broadband & TV,Facility,Poor,1
720,Guest 00720,Female,1996-01-02,2022-10-13,Vacation,Word of mouth,2,6,Detractors,Gym,Facility,Poor,1
721,Guest 00721,Male,1997-02-08,2021-09-14,Vacation,hotel booking sites,5,8,Passives,Staff attitude,Staff,Excellent,5
722,Guest 00722,Male,1998-04-10,2022-01-22,Function,Word of mouth,3,8,Passives,Check-in Process,Staff,Very good,4
723,Guest 00723,Male,1950-12-31,2021-02-12,Vacation,Word of mouth,1,9,Promoters,Room service,Room,Excellent,5
724,Guest 00724,Male,1988-12-05,2021-04-07,Business,Organization,4,9,Promoters,Room cleanliness,Room,Poor,1
725,Guest 00725,Female,1964-11-10,2021-06-11,Vacation,hotel booking sites,5,9,Promoters,Food quality,Restaurant,Good,3
726,Guest 00726,Male,1983-04-15,2020-04-21,Business,Organization,3,8,Passives,Variety of food,Restaurant,Average,2
727,Guest 00727,Female,1988-11-19,2022-02-25,Vacation,hotel booking sites,2,9,Promoters,Broadband & TV,Facility,Poor,1
728,Guest 00728,Male,2005-08-12,2022-02-12,Business,Organization,5,9,Promoters,Gym,Facility,Excellent,5
729,Guest 00729,Female,1964-08-26,2020-02-29,Business,Organization,3,9,Promoters,Staff attitude,Staff,Very good,4
730,Guest 00730,Male,1967-07-31,2020-04-03,Vacation,hotel booking sites,5,5,Detractors,Check-in Process,Staff,Good,3
731,Guest 00731,Male,1977-03-11,2020-12-06,Business,Organization,4,9,Promoters,Room service,Room,Good,3
732,Guest 00732,Male,1965-07-15,2021-07-04,Vacation,Internet advertisement,3,7,Passives,Room cleanliness,Room,Excellent,5
733,Guest 00733,Male,1975-01-01,2020-03-26,Function,Television advertisement,4,4,Detractors,Food quality,Restaurant,Poor,1
734,Guest 00734,Female,1991-02-01,2020-09-03,Vacation,Word of mouth,5,9,Promoters,Variety of food,Restaurant,Poor,1
735,Guest 00735,Male,1955-09-22,2020-06-01,Business,Word of mouth,5,9,Promoters,Broadband & TV,Facility,Excellent,5
736,Guest 00736,Male,1985-10-03,2022-08-01,Business,Organization,2,3,Detractors,Gym,Facility,Poor,1
737,Guest 00737,Male,1958-06-06,2020-12-16,Business,Organization,5,9,Promoters,Staff attitude,Staff,Excellent,5
738,Guest 00738,Male,1954-05-01,2022-02-15,Vacation,hotel booking sites,3,9,Promoters,Check-in Process,Staff,Very good,4
739,Guest 00739,Male,1995-10-12,2021-05-24,Vacation,Internet advertisement,5,10,Promoters,Room service,Room,Excellent,5
740,Guest 00740,Male,1991-10-19,2020-12-18,Business,Organization,1,8,Passives,Room cleanliness,Room,Poor,1
741,Guest 00741,Male,1997-11-05,2020-02-12,Business,Organization,4,6,Detractors,Food quality,Restaurant,Good,3
742,Guest 00742,Female,1995-01-20,2022-06-28,Business,Organization,5,6,Detractors,Variety of food,Restaurant,Average,2
743,Guest 00743,Female,1984-03-21,2021-10-04,Business,Organization,2,8,Passives,Broadband & TV,Facility,Excellent,5
744,Guest 00744,Female,2006-08-20,2022-09-26,Business,Organization,4,6,Detractors,Gym,Facility,Average,2
745,Guest 00745,Male,1951-09-14,2022-12-08,Vacation,Television advertisement,1,9,Promoters,Staff attitude,Staff,Very good,4
746,Guest 00746,Male,1986-12-01,2022-08-11,Other,Word of mouth,2,5,Detractors,Check-in Process,Staff,Excellent,5
747,Guest 00747,Male,1997-07-14,2020-10-09,Business,Search engine,3,9,Promoters,Room service,Room,Excellent,5
748,Guest 00748,Female,1992-10-01,2021-02-08,Business,Organization,3,9,Promoters,Room cleanliness,Room,Good,3
749,Guest 00749,Male,2002-12-24,2022-05-13,Vacation,News paper,1,6,Detractors,Food quality,Restaurant,Good,3
750,Guest 00750,Male,2001-10-24,2022-06-16,Business,Organization,3,9,Promoters,Variety of food,Restaurant,Excellent,5
751,Guest 00751,Male,1966-04-14,2022-06-09,Other,Search engine,5,9,Promoters,Broadband & TV,Facility,Excellent,5
752,Guest 00752,Male,1997-07-03,2021-08-15,Function,Organization,4,8,Passives,Gym,Facility,Very good,4
753,Guest 00753,Male,1954-06-01,2020-06-04,Other,hotel booking sites,1,3,Detractors,Staff attitude,Staff,Good,3
754,Guest 00754,Female,1961-06-07,2021-03-28,Business,Organization,4,7,Passives,Check-in Process,Staff,Very good,4
755,Guest 00755,Male,1974-06-30,2021-06-25,Business,Organization,5,4,Detractors,Room service,Room,Average,2
756,Guest 00756,Male,1998-05-20,2020-09-19,Vacation,Search engine,5,4,Detractors,Room cleanliness,Room,Good,3
757,Guest 00757,Male,1965-05-01,2021-12-27,Business,Organization,2,9,Promoters,Food quality,Restaurant,Excellent,5
758,Guest 00758,Female,1976-07-14,2020-04-12,Business,Organization,3,4,Detractors,Variety of food,Restaurant,Poor,1
759,Guest 00759,Male,1962-01-26,2020-07-19,Vacation,Television advertisement,4,10,Promoters,Broadband & TV,Facility,Very good,4
760,Guest 00760,Female,1955-07-12,2022-09-11,Business,Organization,1,8,Passives,Gym,Facility,Very good,4
761,Guest 00761,Male,1956-12-30,2020-05-29,Business,hotel booking sites,5,10,Promoters,Staff attitude,Staff,Very good,4
762,Guest 00762,Female,1963-09-18,2021-10-07,Vacation,hotel booking sites,2,9,Promoters,Check-in Process,Staff,Excellent,5
763,Guest 00763,Female,1991-08-05,2020-12-19,Vacation,Search engine,3,6,Detractors,Room service,Room,Good,3
764,Guest 00764,Female,1965-11-26,2022-11-26,Vacation,Word of mouth,4,8,Passives,Room cleanliness,Room,Very good,4
765,Guest 00765,Male,1983-04-25,2021-09-02,Business,Organization,4,4,Detractors,Food quality,Restaurant,Excellent,5
766,Guest 00766,Female,1988-03-06,2020-02-22,Business,Organization,4,3,Detractors,Variety of food,Restaurant,Poor,1
767,Guest 00767,Male,1976-02-17,2021-06-07,Function,Word of mouth,3,9,Promoters,Broadband & TV,Facility,Good,3
768,Guest 00768,Male,2004-03-21,2022-11-11,Business,Organization,5,9,Promoters,Gym,Facility,Very good,4
769,Guest 00769,Male,1974-08-17,2022-12-28,Vacation,Word of mouth,3,6,Detractors,Staff attitude,Staff,Average,2
770,Guest 00770,Female,2000-05-04,2020-09-07,Business,Organization,4,10,Promoters,Check-in Process,Staff,Good,3
771,Guest 00771,Female,1988-11-15,2021-05-10,Vacation,Search engine,2,7,Passives,Room service,Room,Excellent,5
772,Guest 00772,Male,1966-12-13,2022-07-08,Business,Internet advertisement,3,10,Promoters,Room cleanliness,Room,Poor,1
773,Guest 00773,Male,1964-06-27,2020-11-08,Business,Organization,2,3,Detractors,Food quality,Restaurant,Good,3
774,Guest 00774,Male,1994-06-18,2021-11-22,Function,Word of mouth,2,6,Detractors,Variety of food,Restaurant,Poor,1
775,Guest 00775,Male,1968-03-01,2021-07-07,Other,Word of mouth,5,8,Passives,Broadband & TV,Facility,Excellent,5
776,Guest 00776,Male,1993-05-27,2020-09-04,Vacation,Search engine,4,6,Detractors,Gym,Facility,Very good,4
777,Guest 00777,Female,1967-03-03,2021-12-08,Vacation,Search engine,5,9,Promoters,Staff attitude,Staff,Very good,4
778,Guest 00778,Female,2003-07-13,2020-08-28,Vacation,hotel booking sites,5,8,Passives,Check-in Process,Staff,Average,2
779,Guest 00779,Female,1999-10-17,2020-09-01,Vacation,Internet advertisement,5,8,Passives,Room service,Room,Good,3
780,Guest 00780,Male,1980-02-12,2020-03-25,Vacation,hotel booking sites,1,9,Promoters,Room cleanliness,Room,Very good,4
781,Guest 00781,Female,1974-07-31,2021-10-28,Function,News paper,5,10,Promoters,Food quality,Restaurant,Poor,1
782,Guest 00782,Male,1999-07-27,2020-09-26,Vacation,hotel booking sites,5,9,Promoters,Variety of food,Restaurant,Excellent,5
783,Guest 00783,Male,1973-09-15,2022-11-03,Vacation,Word of mouth,4,6,Detractors,Broadband & TV,Facility,Very good,4
784,Guest 00784,Male,1975-11-29,2021-01-30,Business,Organization,4,10,Promoters,Gym,Facility,Good,3
785,Guest 00785,Female,2002-10-22,2022-11-22,Function,News paper,1,4,Detractors,Staff attitude,Staff,Very good,4
786,Guest 00786,Male,1991-12-21,2022-08-12,Business,Organization,5,7,Passives,Check-in Process,Staff,Very good,4
787,Guest 00787,Male,1993-06-10,2021-05-13,Business,Organization,3,4,Detractors,Room service,Room,Excellent,5
788,Guest 00788,Female,1993-04-10,2022-07-17,Function,Word of mouth,1,9,Promoters,Room cleanliness,Room,Average,2
789,Guest 00789,Female,1962-10-17,2022-05-28,Vacation,hotel booking sites,5,6,Detractors,Food quality,Restaurant,Average,2
790,Guest 00790,Female,1970-05-25,2020-02-22,Other,hotel booking sites,1,9,Promoters,Variety of food,Restaurant,Excellent,5
791,Guest 00791,Female,1994-03-22,2022-03-28,Vacation,Internet advertisement,2,10,Promoters,Broadband & TV,Facility,Excellent,5
792,Guest 00792,Female,1966-05-21,2022-02-02,Vacation,Search engine,3,9,Promoters,Gym,Facility,Very good,4
793,Guest 00793,Female,1982-03-13,2021-03-24,Vacation,Organization,4,9,Promoters,Staff attitude,Staff,Very good,4
794,Guest 00794,Female,1951-12-12,2022-11-02,Vacation,Search engine,5,6,Detractors,Check-in Process,Staff,Excellent,5
795,Guest 00795,Male,1954-05-23,2020-03-06,Vacation,Internet advertisement,2,10,Promoters,Room service,Room,Poor,1
796,Guest 00796,Male,1971-06-12,2020-09-11,Function,Internet advertisement,5,4,Detractors,Room cleanliness,Room,Good,3
797,Guest 00797,Male,1981-08-17,2020-09-28,Vacation,Word of mouth,1,9,Promoters,Food quality,Restaurant,Poor,1
798,Guest 00798,Male,1960-04-26,2021-03-08,Vacation,Word of mouth,4,10,Promoters,Variety of food,Restaurant,Average,2
799,Guest 00799,Female,1996-03-29,2022-09-15,Vacation,Internet advertisement,1,4,Detractors,Broadband & TV,Facility,Poor,1
800,Guest 00800,Male,2001-09-19,2021-03-18,Function,Television advertisement,5,6,Detractors,Gym,Facility,Excellent,5
801,Guest 00801,Male,1982-03-02,2020-05-26,Business,Organization,5,9,Promoters,Staff attitude,Staff,Poor,1
802,Guest 00802,Female,2005-05-09,2022-05-21,Vacation,Search engine,1,9,Promoters,Check-in Process,Staff,Good,3
803,Guest 00803,Male,1956-11-04,2022-11-16,Function,News paper,5,5,Detractors,Room service,Room,Excellent,5
804,Guest 00804,Female,1956-03-31,2021-09-18,Business,Organization,2,4,Detractors,Room cleanliness,Room,Excellent,5
805,Guest 00805,Male,1991-02-17,2022-01-15,Other,Search engine,1,6,Detractors,Food quality,Restaurant,Excellent,5
806,Guest 00806,Male,1995-11-14,2022-10-13,Business,hotel booking sites,5,10,Promoters,Variety of food,Restaurant,Average,2
807,Guest 00807,Male,2006-02-09,2022-06-05,Business,Organization,5,8,Passives,Broadband & TV,Facility,Very good,4
808,Guest 00808,Male,1984-03-25,2022-06-03,Business,Organization,5,6,Detractors,Gym,Facility,Excellent,5
809,Guest 00809,Female,2003-08-29,2021-09-11,Business,Organization,4,9,Promoters,Staff attitude,Staff,Poor,1
810,Guest 00810,Female,1985-08-18,2022-02-05,Vacation,Search engine,4,6,Detractors,Check-in Process,Staff,Good,3
811,Guest 00811,Female,1956-07-11,2021-04-16,Function,News paper,4,7,Passives,Room service,Room,Very good,4
812,Guest 00812,Female,1960-01-26,2022-07-19,Business,Organization,4,9,Promoters,Room cleanliness,Room,Good,3
813,Guest 00813,Male,1969-03-08,2022-05-29,Business,Organization,5,7,Passives,Food quality,Restaurant,Poor,1
814,Guest 00814,Male,1989-02-17,2022-04-09,Vacation,Organization,4,6,Detractors,Variety of food,Restaurant,Average,2
815,Guest 00815,Male,1951-07-01,2021-06-25,Business,Organization,4,10,Promoters,Broadband & TV,Facility,Excellent,5
816,Guest 00816,Male,1971-03-30,2021-11-22,Vacation,Word of mouth,1,9,Promoters,Gym,Facility,Poor,1
817,Guest 00817,Male,2002-12-05,2021-09-04,Business,Organization,2,8,Passives,Staff attitude,Staff,Very good,4
818,Guest 00818,Female,1980-09-04,2021-02-10,Business,Organization,3,9,Promoters,Check-in Process,Staff,Excellent,5
819,Guest 00819,Male,1994-09-25,2022-05-08,Vacation,Internet advertisement,3,9,Promoters,Room service,Room,Excellent,5
820,Guest 00820,Male,1961-09-21,2022-07-16,Function,Organization,2,9,Promoters,Room cleanliness,Room,Good,3
821,Guest 00821,Female,1964-04-09,2020-05-14,Vacation,Internet advertisement,5,9,Promoters,Food quality,Restaurant,Very good,4
822,Guest 00822,Female,1962-04-30,2020-09-28,Business,Organization,3,9,Promoters,Variety of food,Restaurant,Poor,1
823,Guest 00823,Male,1982-09-21,2022-08-28,Business,Organization,5,8,Passives,Broadband & TV,Facility,Excellent,5
824,Guest 00824,Male,1997-11-12,2022-10-11,Business,Word of mouth,4,9,Promoters,Gym,Facility,Excellent,5
825,Guest 00825,Male,2002-05-15,2021-04-18,Vacation,Word of mouth,2,6,Detractors,Staff attitude,Staff,Good,3
826,Guest 00826,Female,1975-06-06,2020-05-25,Business,Organization,3,9,Promoters,Check-in Process,Staff,Very good,4
827,Guest 00827,Female,1955-04-17,2021-02-02,Vacation,hotel booking sites,1,7,Passives,Room service,Room,Average,2
828,Guest 00828,Male,1977-07-23,2020-06-30,Vacation,Television advertisement,5,6,Detractors,Room cleanliness,Room,Excellent,5
829,Guest 00829,Female,1961-11-29,2020-07-13,Vacation,Word of mouth,4,5,Detractors,Food quality,Restaurant,Poor,1
830,Guest 00830,Female,1951-01-11,2021-03-30,Business,Organization,3,4,Detractors,Variety of food,Restaurant,Average,2
831,Guest 00831,Female,1965-07-03,2022-06-22,Function,Word of mouth,5,10,Promoters,Broadband & TV,Facility,Poor,1
832,Guest 00832,Male,1988-03-08,2021-11-05,Business,Organization,5,9,Promoters,Gym,Facility,Very good,4
833,Guest 00833,Male,1957-09-27,2020-01-02,Business,Organization,3,9,Promoters,Staff attitude,Staff,Very good,4
834,Guest 00834,Male,1953-09-25,2021-10-06,Business,Organization,1,8,Passives,Check-in Process,Staff,Excellent,5
835,Guest 00835,Male,1962-01-24,2020-01-06,Business,Organization,3,8,Passives,Room service,Room,Very good,4
836,Guest 00836,Male,1996-02-13,2020-10-25,Other,Search engine,5,10,Promoters,Room cleanliness,Room,Average,2
837,Guest 00837,Male,1964-01-21,2022-06-16,Vacation,Search engine,3,9,Promoters,Food quality,Restaurant,Excellent,5
838,Guest 00838,Female,1952-03-24,2022-07-12,Vacation,Word of mouth,5,6,Detractors,Variety of food,Restaurant,Average,2
839,Guest 00839,Female,1977-02-07,2021-08-08,Other,Television advertisement,4,9,Promoters,Broadband & TV,Facility,Excellent,5
840,Guest 00840,Female,1968-08-22,2021-10-25,Vacation,Word of mouth,5,7,Passives,Gym,Facility,Very good,4
841,Guest 00841,Male,1999-07-04,2020-07-15,Other,News paper,4,3,Detractors,Staff attitude,Staff,Very good,4
842,Guest 00842,Male,1965-06-04,2020-06-12,Business,Organization,5,8,Passives,Check-in Process,Staff,Very good,4
843,Guest 00843,Male,1955-08-18,2021-07-03,Vacation,Search engine,1,9,Promoters,Room service,Room,Very good,4
844,Guest 00844,Male,1973-12-21,2022-09-10,Vacation,Internet advertisement,3,7,Passives,Room cleanliness,Room,Poor,1
845,Guest 00845,Male,1958-09-30,2021-12-16,Business,Organization,4,9,Promoters,Food quality,Restaurant,Average,2
846,Guest 00846,Female,1965-08-01,2021-01-23,Vacation,News paper,2,9,Promoters,Variety of food,Restaurant,Average,2
847,Guest 00847,Male,1970-03-28,2020-08-26,Business,hotel booking sites,2,7,Passives,Broadband & TV,Facility,Excellent,5
848,Guest 00848,Male,1962-03-21,2022-04-22,Business,Organization,3,6,Detractors,Gym,Facility,Good,3
849,Guest 00849,Male,1953-07-31,2022-01-30,Other,hotel booking sites,5,9,Promoters,Staff attitude,Staff,Very good,4
850,Guest 00850,Male,1986-10-31,2022-10-03,Business,Organization,4,10,Promoters,Check-in Process,Staff,Very good,4
851,Guest 00851,Female,1970-12-03,2021-08-13,Other,News paper,2,8,Passives,Room service,Room,Good,3
852,Guest 00852,Male,1993-03-19,2022-12-17,Business,Organization,5,9,Promoters,Room cleanliness,Room,Average,2
853,Guest 00853,Male,1983-07-28,2022-08-27,Business,Organization,5,9,Promoters,Food quality,Restaurant,Excellent,5
854,Guest 00854,Male,1995-01-12,2020-10-28,Business,Organization,3,4,Detractors,Variety of food,Restaurant,Poor,1
855,Guest 00855,Male,1984-12-21,2020-11-27,Business,Organization,2,9,Promoters,Broadband & TV,Facility,Average,2
856,Guest 00856,Male,1988-09-26,2021-10-08,Vacation,Internet advertisement,4,6,Detractors,Gym,Facility,Very good,4
857,Guest 00857,Male,1957-03-13,2020-10-17,Vacation,Internet advertisement,3,10,Promoters,Staff attitude,Staff,Very good,4
858,Guest 00858,Male,1970-12-04,2021-07-01,Business,Organization,4,9,Promoters,Check-in Process,Staff,Good,3
859,Guest 00859,Female,1989-11-16,2020-05-28,Business,Word of mouth,4,9,Promoters,Room service,Room,Good,3
